技能别名主键,标准技能名称,技能别名,技能大组,技能子组,技能性质,匹配策略,词典置信度,来源依据,备注,别名标准化键,技能编号,技能展示名称,技能一级类型,技能簇编号,技能簇名称,是否AI核心技能,同名候选技能数,别名映射状态
BM00801,组织协调,统筹协调能力,管理与领导能力,组织协调,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,统筹协调能力,JN0773,组织协调,非技术性能力,2.0,组织协调与商业执行,否,1,唯一映射
BM00802,组织协调,资源协调能力,管理与领导能力,组织协调,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,资源协调能力,JN0773,组织协调,非技术性能力,2.0,组织协调与商业执行,否,1,唯一映射
BM00304,组织发展,OD,人力资源行政管理,人力资源行政管理,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,od,JN0286,组织发展,方法、标准与流程,17.0,人力资源与行政管理,否,1,唯一映射
BM00303,组织发展,组织发展,人力资源行政管理,人力资源行政管理,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,组织发展,JN0286,组织发展,方法、标准与流程,17.0,人力资源与行政管理,否,1,唯一映射
BM00541,细胞培养,细胞培养,医药医疗生命科学,医药医疗生命科学,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,细胞培养,JN0410,细胞培养,具体专业技能,18.0,医药研发与药事管理,否,1,唯一映射
BM00542,细胞培养,细胞实验,医药医疗生命科学,医药医疗生命科学,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,细胞实验,JN0410,细胞培养,具体专业技能,18.0,医药研发与药事管理,否,1,唯一映射
BM00901,细致严谨,attention to detail,职业素养,严谨细致,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,attentiontodetail,JN0792,细致严谨,非技术性能力,1.0,表达沟通与通用办公协作,否,1,唯一映射
BM00903,细致严谨,detail oriented,职业素养,严谨细致,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,detailoriented,JN0792,细致严谨,非技术性能力,1.0,表达沟通与通用办公协作,否,1,唯一映射
BM00902,细致严谨,detail-oriented,职业素养,严谨细致,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,detail-oriented,JN0792,细致严谨,非技术性能力,1.0,表达沟通与通用办公协作,否,1,唯一映射
BM00897,细致严谨,严谨细致,职业素养,严谨细致,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,严谨细致,JN0792,细致严谨,非技术性能力,1.0,表达沟通与通用办公协作,否,1,唯一映射
BM00899,细致严谨,注重细节,职业素养,严谨细致,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,注重细节,JN0792,细致严谨,非技术性能力,1.0,表达沟通与通用办公协作,否,1,唯一映射
BM01827,细致严谨,细致严谨,,,,,,标准技能名称,,细致严谨,JN0792,细致严谨,非技术性能力,1.0,表达沟通与通用办公协作,否,1,唯一映射
BM00900,细致严谨,细致认真,职业素养,严谨细致,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,细致认真,JN0792,细致严谨,非技术性能力,1.0,表达沟通与通用办公协作,否,1,唯一映射
BM00898,细致严谨,认真细致,职业素养,严谨细致,非技术性技能,soft_phrase,高,招聘要求常用表达+本项目样本归纳+通用能力分类框架,仅在任职要求或带能力限定语的语境中识别；不从岗位标题推断。,认真细致,JN0792,细致严谨,非技术性能力,1.0,表达沟通与通用办公协作,否,1,唯一映射
BM00492,结构设计,结构工程,建筑地产工程,建筑地产工程,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,结构工程,JN0064,结构设计,具体专业技能,8.0,机械设计与制造,否,1,唯一映射
BM00491,结构设计,结构设计,建筑地产工程,建筑地产工程,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,结构设计,JN0064,结构设计,具体专业技能,8.0,机械设计与制造,否,1,唯一映射
BM00503,给排水,给排水,建筑地产工程,建筑地产工程,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,给排水,JN0134,给排水,具体专业技能,16.0,建筑施工与工程造价,否,1,唯一映射
BM00637,统计分析,实证分析,教育培训科研,教育培训科研,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,实证分析,JN0072,统计分析,方法、标准与流程,15.0,人工智能与数据挖掘,否,1,唯一映射
BM00636,统计分析,统计分析,教育培训科研,教育培训科研,专业技能/方法流程,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,统计分析,JN0072,统计分析,方法、标准与流程,15.0,人工智能与数据挖掘,否,1,唯一映射
BM00588,继电保护,变电运维,化工材料能源环保,化工材料能源环保,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,变电运维,JN0465,继电保护,具体专业技能,9.0,工业自动化与电气控制,否,1,唯一映射
BM00587,继电保护,继电保护,化工材料能源环保,化工材料能源环保,专业技能/行业知识,title_or_requirement,高,公开技能分类框架+招聘文本经验+本项目职业匹配经验,,继电保护,JN0465,继电保护,具体专业技能,9.0,工业自动化与电气控制,否,1,唯一映射
BM01553,绩效管理,绩效管理,专业知识与业务流程,明确业务知识与专业流程,专业知识/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,绩效管理,JN0131,绩效管理,方法、标准与流程,17.0,人力资源与行政管理,否,1,唯一映射
BM01701,维修设备使用,维修设备使用,零技能岗位审计扩展,明确工具知识流程与资格,专业技能/知识与工具,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,维修设备使用,JN0678,维修设备使用,工具软件与技术平台,8.0,机械设计与制造,否,1,唯一映射
BM01702,维修设备使用,维修设备的使用方法,零技能岗位审计扩展,明确工具知识流程与资格,专业技能/知识与工具,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,维修设备的使用方法,JN0678,维修设备使用,工具软件与技术平台,8.0,机械设计与制造,否,1,唯一映射
BM01691,绿化设备操作,绿化机器设备操作,零技能岗位审计扩展,明确工具知识流程与资格,专业技能/知识与工具,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,绿化机器设备操作,JN0685,绿化设备操作,工具软件与技术平台,0.0,待复核稀有技能,否,1,唯一映射
BM01692,绿化设备操作,绿化机器设备操作使用,零技能岗位审计扩展,明确工具知识流程与资格,专业技能/知识与工具,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,绿化机器设备操作使用,JN0685,绿化设备操作,工具软件与技术平台,0.0,待复核稀有技能,否,1,唯一映射
BM01809,绿化设备操作,绿化设备操作,,,,,,标准技能名称,,绿化设备操作,JN0685,绿化设备操作,工具软件与技术平台,0.0,待复核稀有技能,否,1,唯一映射
BM01539,编程规范,代码规范,专业知识与业务流程,明确业务知识与专业流程,专业知识/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,代码规范,JN0120,编程规范,方法、标准与流程,7.0,网络通信与软件开发基础,否,1,唯一映射
BM01536,编程规范,具备良好的编程习惯,专业知识与业务流程,明确业务知识与专业流程,专业知识/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,具备良好的编程习惯,JN0120,编程规范,方法、标准与流程,7.0,网络通信与软件开发基础,否,1,唯一映射
BM01535,编程规范,有良好的编程习惯,专业知识与业务流程,明确业务知识与专业流程,专业知识/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,有良好的编程习惯,JN0120,编程规范,方法、标准与流程,7.0,网络通信与软件开发基础,否,1,唯一映射
BM01538,编程规范,编码规范,专业知识与业务流程,明确业务知识与专业流程,专业知识/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,编码规范,JN0120,编程规范,方法、标准与流程,7.0,网络通信与软件开发基础,否,1,唯一映射
BM01537,编程规范,编程习惯,专业知识与业务流程,明确业务知识与专业流程,专业知识/方法流程,context,高,技能触发动词、分词列与全国招聘留出样本审计,经多岗位、多企业重复验证后加入；短词仍受上下文与边界规则约束。,编程习惯,JN0120,编程规范,方法、标准与流程,7.0,网络通信与软件开发基础,否,1,唯一映射
